날짜,시가,고가,저가,종가,거래량,종목명,종목코드
2020-12-09,6170,6280,6040,6240,114885,큐렉소,060280
2020-12-09,2050,2055,1985,1985,737936,큐로컴,040350
2020-12-09,689,742,667,686,2750254,큐로홀딩스,051780
2020-12-09,30600,31250,30300,31150,64461,큐리언트,115180
2020-12-09,2110,2365,2005,2130,1596988,큐브앤컴퍼니,043090
2020-12-09,8474,8649,8474,8612,76357,큐브엔터,182360
2020-12-09,16150,16500,16000,16100,111488,큐에스아이,066310
2020-12-09,558,572,556,563,1283990,큐캐피탈,016600
2020-12-09,8810,8860,8790,8840,17181,크라운제과,264900
2020-12-09,10850,10900,10650,10800,8458,크라운제과우,26490K
2020-12-09,9010,9010,8880,8950,41884,크라운해태홀딩스,005740
2020-12-09,13200,13200,12900,13050,5401,크라운해태홀딩스우,005745
2020-12-09,22150,22700,21700,22300,37306,크리스에프앤씨,110790
2020-12-09,28300,28900,28300,28650,54720,크린앤사이언스,045520
2020-12-09,19750,22200,18850,19900,6958113,클리노믹스,352770
2020-12-09,25350,26500,22500,23450,366455,키네마스터,139670
2020-12-09,9050,9430,8950,9160,299134,키다리스튜디오,020120
2020-12-09,140000,141000,137500,140000,138769,키움증권,039490
2020-12-09,10200,10200,9970,9980,239923,탑엔지니어링,065130
2020-12-09,5830,6040,5750,5870,515769,태경산업,015890
2020-12-09,17600,19050,16000,17200,6898788,태경케미컬,006890
2020-12-09,6630,6730,6620,6650,144777,태광,023160
2020-12-09,770000,775000,764000,766000,1152,태광산업,003240
2020-12-09,6630,6710,6360,6370,2438955,태림포장,011280
2020-12-09,8290,8350,8290,8300,974,태양,053620
2020-12-09,3615,3650,3520,3595,45957,태양금속우,004105
2020-12-09,12500,12800,12400,12550,23698,태영건설우,009415
2020-12-09,14500,15050,14350,14650,205231,태웅,044490
2020-12-09,3940,3950,3900,3950,16321,태원물산,001420
2020-12-09,1945,1980,1940,1970,560115,태평양물산,007980
2020-12-09,1920,2065,1915,2055,942007,테라사이언스,073640
2020-12-09,2585,2765,2420,2695,1021510,테라셈,182690
2020-12-09,36700,37100,36000,36600,44245,테이팩스,055490
2020-12-09,11900,12250,11900,12100,209312,텔레칩스,054450
2020-12-09,12150,12250,12050,12100,7747,텔코웨어,078000
2020-12-09,7260,7360,7240,7280,108426,토비스,051360
2020-12-09,3670,4050,3665,4030,1317730,트루윈,105550
2020-12-09,6554,6759,6495,6682,317598,특수건설,026150
2020-12-09,13000,13100,12950,13050,12174,티라유텍,322180
2020-12-09,103100,103900,101300,103200,35699,티씨케이,064760
2020-12-09,20475,20775,19900,20350,258296,티앤엘,340570
2020-12-09,5525,5625,5450,5525,64878,티에스아이,277880
2020-12-09,57600,58100,55600,56900,56868,티에스이,131290
2020-12-09,7540,7540,7010,7130,52294,티엘아이,062860
2020-12-09,23300,23500,22950,23250,268227,티와이홀딩스,363280
2020-12-09,24850,25300,24550,24850,16928,티와이홀딩스우,36328K
2020-12-09,16750,18000,16700,17650,2327056,티움바이오,321550
2020-12-09,13000,14500,12800,13300,1391944,팅크웨어,084730
2020-12-09,4490,4490,4265,4310,96202,파나진,046210
2020-12-09,4800,5180,4720,5080,469282,파라텍,033540
2020-12-09,57200,58000,56700,56900,67950,파마리서치,214450
2020-12-09,20250,21650,20250,21200,3268029,파미셀,005690
2020-12-09,8180,8300,7900,8090,97519,파수,150900
2020-12-09,13150,13250,12900,12950,72359,파이오링크,170790
2020-12-09,1715,1725,1685,1725,73929,파인디앤씨,049120
2020-12-09,5830,5900,5820,5830,33089,파인디지털,038950
2020-12-09,3055,3135,3055,3125,31383,파커스,065690
2020-12-09,71300,71700,70100,71000,20238,파크시스템스,140860
2020-12-09,10150,10250,10100,10200,551349,파트론,091700
2020-12-09,0,0,0,862,0,팍스넷,038160
2020-12-09,11450,11450,11250,11350,25541,팜스빌,318010
2020-12-09,4435,4460,4390,4455,78592,팜스코,036580
2020-12-09,1155,1170,1150,1155,392004,팜스토리,027710
2020-12-09,12450,12550,12200,12250,397711,팜젠사이언스,004720
2020-12-09,1275,1295,1265,1270,128401,패션플랫폼,225590
2020-12-09,4850,5130,4820,4910,1918473,팬엔터테인먼트,068050
2020-12-09,9510,9600,9360,9500,29277,팬젠,222110
2020-12-09,29800,29950,29350,29700,933,퍼시스,016800
2020-12-09,14500,14800,14400,14700,47109,펌텍코리아,251970
2020-12-09,2460,2465,2370,2405,336476,페이퍼코리아,001020
2020-12-09,3760,3800,3720,3760,305697,포메탈,119500
2020-12-09,7100,7320,7050,7140,3678813,포스코 ICT,022100
2020-12-09,15650,16450,15650,16300,85346,포스코강판,058430
2020-12-09,7377,9388,7348,8293,2087621,포시에스,189690
2020-12-09,20934,20934,16260,20935,10596505,포인트모바일,318020
2020-12-09,4240,4700,4240,4530,619165,폴라리스우노,114630
2020-12-09,1620,1640,1585,1600,892244,폴라리스웍스,123010
2020-12-09,22100,22100,21800,22100,16573,푸드나무,290720
2020-12-09,7600,7620,7000,7100,1194931,푸드웰,005670
2020-12-09,8740,8770,8630,8730,20123,푸른저축은행,007330
2020-12-09,3195,3290,3180,3280,68067,풍강,093380
2020-12-09,19613,19820,19613,19786,6914,풍산홀딩스,005810
2020-12-09,0,0,0,2075,0,퓨전,195440
2020-12-09,1135,1140,1125,1130,846982,퓨쳐스트림네트웍스,214270
2020-12-09,14500,14600,14200,14400,83967,퓨쳐켐,220100
2020-12-09,5690,5750,5660,5740,37146,플랜티넷,075130
2020-12-09,8480,8850,8390,8630,26340,플레이디,237820
2020-12-09,8480,8680,8420,8600,46425,플레이위드,023770
2020-12-09,12550,12650,12400,12450,30997,플리토,300080
2020-12-09,1380,1395,1365,1385,144547,피델릭스,032580
2020-12-09,6000,6030,5820,5940,39660,피앤씨테크,237750
2020-12-09,1500,1500,1410,1440,1023762,피에스엠씨,024850
2020-12-09,38000,39200,37700,38300,447887,피에스케이,319660
2020-12-09,7690,7720,7570,7690,13611,피에스케이홀딩스,031980
2020-12-09,4510,4530,4405,4480,82138,피에스텍,002230
2020-12-09,2457,2485,2368,2373,3192226,피에이치씨,057880
2020-12-09,8180,8320,8160,8220,73536,피에이치에이,043370
2020-12-09,22050,22300,21600,21600,168270,피엔케이피부임상연구센타,347740
2020-12-09,2260,2260,2210,2245,114227,피제이메탈,128660
2020-12-09,6440,6590,6440,6560,29211,피제이전자,006140
2020-12-09,25081,31565,24553,30409,10063603,피플바이오,304840
2020-12-09,6850,6960,6830,6850,43464,피피아이,062970
2020-12-09,6820,7290,6590,7070,136043,픽셀플러스,087600
2020-12-09,15450,15700,15050,15600,126176,핌스,347770
2020-12-09,2075,2075,2040,2060,6204,하나금융14호스팩,332710
2020-12-09,2080,2080,2080,2080,0,하나금융16호스팩,343510
2020-12-09,35561,35561,31471,31834,658454,하나기술,299030
2020-12-09,2070,2070,2045,2055,20580,하나머스트제6호스팩,307160
2020-12-09,25000,25700,24450,25400,250215,하나머티리얼즈,166090
2020-12-09,22937,23165,22801,22938,88770,하나제약,293480
2020-12-09,7300,7490,7190,7390,607271,하림지주,003380
2020-12-09,181170,181170,178200,178200,156872,하이브,352820
2020-12-09,0,0,0,3110,0,하이소닉,106080
2020-12-09,1840,1915,1825,1900,19765,하이스틸,071090
2020-12-09,4995,4995,4845,4910,135087,하이즈항공,221840
2020-12-09,2975,3240,2965,3235,238214,하이트론,019490
2020-12-09,20650,22700,20450,20500,22538,하이트진로2우B,000087
2020-12-09,14600,18400,14400,15950,229948,하이트진로홀딩스,000140
2020-12-09,14950,15000,14850,15000,1979,하이트진로홀딩스우,000145
2020-12-09,4500,4560,4460,4475,33603,한국가구,004590
2020-12-09,5690,5780,5640,5780,83671,한국경제TV,039340
2020-12-09,40300,41050,38400,40500,34040,한국공항,005430
2020-12-09,78200,79000,77600,78000,348847,한국금융지주,071050
2020-12-09,64800,65400,64300,64300,45142,한국금융지주우,071055
2020-12-09,103100,104500,103100,104000,10544,한국기업평가,034950
2020-12-09,3450,3470,3390,3435,130426,한국내화,010040
2020-12-09,54700,55700,53600,55700,64615,한국단자,025540
2020-12-09,6540,6640,6460,6490,71288,한국맥널티,222980
2020-12-09,3200,3265,3165,3265,250734,한국선재,025550
2020-12-09,22000,22150,21800,22100,17637,한국수출포장,002200
2020-12-09,266500,267000,264000,266500,2094,한국쉘석유,002960
2020-12-09,55800,55800,54200,54800,3016,한국아트라스비엑스,023890
2020-12-09,13600,13650,13400,13500,286092,한국알콜,017890
2020-12-09,20100,20500,19250,19850,450972,한국유니온제약,080720
2020-12-09,4045,4045,4000,4035,257448,한국자산신탁,123890
2020-12-09,939,958,918,925,897498,한국전자홀딩스,006200
2020-12-09,1615,1640,1605,1630,5594,한국정밀기계,101680
2020-12-09,9410,9450,9150,9340,101035,한국정보통신,025770
2020-12-09,2035,2040,2035,2040,2018,한국제7호스팩,291210
2020-12-09,1545,1570,1535,1570,42921,한국주강,025890
2020-12-09,8210,8340,8200,8280,99437,한국주철관,000970
2020-12-09,6500,6620,6440,6620,186492,한국철강,104700
2020-12-09,578,578,568,574,810900,한국캐피탈,023760
2020-12-09,3210,3225,3135,3155,319990,한국컴퓨터,054040
2020-12-09,0,0,0,282,0,한국코퍼레이션,050540
2020-12-09,4000,4075,3990,4030,48056,한국큐빅,021650
2020-12-09,37850,40300,37450,40200,843254,한국타이어앤테크놀로지,161390
2020-12-09,1930,1935,1910,1930,838393,한국토지신탁,034830
2020-12-09,2565,2740,2505,2675,6647631,한국프랜지,010100
2020-12-09,16900,17050,16850,16900,205890,한글과컴퓨터,030520
2020-12-09,32100,32350,31450,32150,118376,한독,002390
2020-12-09,13165,13415,13115,13191,19552,한독크린텍,256150
2020-12-09,4540,4890,4500,4835,670450,한라,014790
2020-12-09,4346,4359,4199,4327,60800,한라IMS,092460
2020-12-09,9500,9680,9500,9590,50319,한미글로벌,053690
2020-12-09,13500,13700,13150,13700,1052798,한미반도체,042700
2020-12-09,29150,30150,29100,30100,130973,한섬,020000
2020-12-09,8800,8960,8800,8920,61316,한성기업,003680
2020-12-09,3350,3900,3300,3535,701541,한세엠케이,069640
2020-12-09,8730,9360,8470,8800,1641089,한세예스24홀딩스,016450
2020-12-09,1640,1645,1620,1630,76225,한솔PNS,010420
2020-12-09,2330,2440,2330,2430,1194555,한솔로지스틱스,009180
2020-12-09,2525,2605,2525,2600,232353,한솔인티큐브,070590
2020-12-09,13800,13850,13700,13800,90765,한솔제지,213500
2020-12-09,155500,162000,153500,161500,104124,한솔케미칼,014680
2020-12-09,3525,3600,3505,3565,314278,한솔홀딩스,004150
2020-12-09,2055,2110,2045,2070,2860567,한솔홈데코,025750
2020-12-09,2265,2270,2135,2180,3830448,한송네오텍,226440
2020-12-09,11750,11850,11650,11700,136439,한스바이오메드,042520
2020-12-09,5470,5570,5400,5450,76744,한양디지텍,078350
2020-12-09,14500,15650,14500,14900,901935,한양이엔지,045100
2020-12-09,9630,9760,9620,9710,26661,한양증권,001750
2020-12-09,20500,20500,19250,19500,12693,한양증권우,001755
2020-12-09,36750,37100,34950,35400,583331,한올바이오파마,009420
2020-12-09,8270,9110,7950,8210,7357103,한익스프레스,014130
2020-12-09,1820,1840,1820,1840,323042,한일사료,005860
2020-12-09,10650,10700,10200,10250,242010,한일시멘트,300720
2020-12-09,1830,1880,1815,1835,129876,한일철강,002220
2020-12-09,0,0,0,11500,0,한일홀딩스,003300
2020-12-09,45050,45750,44850,45000,79013,한진,002320
2020-12-09,8150,8180,8050,8170,88364,한진중공업,097230
2020-12-09,4055,4075,3920,4070,54424,한진중공업홀딩스,003480
2020-12-09,51200,51400,50500,50500,13772,한진칼우,18064K
2020-12-09,7940,7940,7650,7720,28396,한창산업,079170
2020-12-09,6000,6100,5940,6040,204378,한컴위드,054920
2020-12-09,3400,3400,3150,3210,229961,한탑,002680
2020-12-09,0,0,0,1130,0,한프,066110
2020-12-09,13850,13900,13850,13850,42712,한화3우B,00088K
2020-12-09,4310,4390,4200,4210,1575129,한화손해보험,000370
2020-12-09,11578,12025,11400,11981,2178771,한화시스템,272210
2020-12-09,47000,47000,46650,46700,2498,한화우,000885
2020-12-09,2135,2150,2120,2145,801325,한화투자증권,003530
2020-12-09,4045,4080,3995,4005,161531,한화투자증권우,003535
2020-12-09,19850,19900,19600,19850,75062,해성디에스,195870
2020-12-09,11497,11644,11350,11596,144711,해성산업,034810
2020-12-09,8100,8160,8040,8120,28160,해태제과식품,101530
2020-12-09,3125,3150,3090,3110,13520,핸디소프트,220180
2020-12-09,8170,8260,7740,7910,222935,핸즈코퍼레이션,143210
2020-12-09,0,0,0,1770,0,행남사,008800
2020-12-09,31700,33400,31700,33150,280318,현대건설기계,267270
2020-12-09,177552,178544,177056,178544,565,현대건설우,000725
2020-12-09,15250,15300,15000,15100,139766,현대리바트,079430
2020-12-09,3205,3280,3175,3220,598729,현대무벡스,319400
2020-12-09,71800,73700,71700,73100,198396,현대백화점,069960
2020-12-09,9610,9910,9530,9880,187282,현대비앤지스틸,004560
2020-12-09,70200,70200,69400,69700,233,현대비앤지스틸우,004565
2020-12-09,13600,13850,13550,13700,15295,현대사료,016790
2020-12-09,37600,38650,37450,37650,152357,현대에너지솔루션,322000
2020-12-09,4310,4450,4310,4430,57033,현대에버다임,041440
2020-12-09,7450,7510,7420,7450,29520,현대에이치티,039010
2020-12-09,39850,40600,39800,40300,263841,현대엘리베이,017800
2020-12-09,91200,93500,90500,92500,144280,현대오토에버,307950
2020-12-09,15400,16350,15300,16350,447702,현대일렉트릭,267260
2020-12-09,89200,90300,89200,89900,118168,현대차2우B,005387
2020-12-09,84200,85000,83800,84500,19425,현대차3우B,005389
2020-12-09,86400,87200,86400,86600,106818,현대차우,005385
2020-12-09,12600,12750,12600,12750,98348,현대차증권,001500
2020-12-09,14750,15250,14750,15150,68819,현대코퍼레이션,011760
2020-12-09,11250,11450,11200,11350,34156,현대코퍼레이션홀딩스,227840
2020-12-09,3225,3255,3200,3220,121535,현대퓨처넷,126560
2020-12-09,76800,77700,76300,77500,27970,현대홈쇼핑,057050
2020-12-09,0,0,0,400,0,현진소재,053660
2020-12-09,9250,10200,9200,10100,307968,호전실업,111110
2020-12-09,79800,81500,79100,80300,24044,호텔신라우,008775
2020-12-09,5730,5960,5600,5950,444109,화성밸브,039610
2020-12-09,12100,12150,12050,12150,55674,화성산업,002460
2020-12-09,13700,14050,13500,13950,230840,화승엔터프라이즈,241590
2020-12-09,7150,7340,7120,7310,531295,화승인더,006060
2020-12-09,1243,1258,1224,1240,160135,화승코퍼레이션,013520
2020-12-09,1290,1320,1285,1300,302134,화신정공,126640
2020-12-09,3165,3215,3140,3205,346411,화천기계,010660
2020-12-09,32250,32400,32050,32350,1457,화천기공,000850
2020-12-09,16650,16750,16200,16450,276819,환인제약,016580
2020-12-09,7890,7980,7800,7880,32830,효성오앤비,097870
2020-12-09,60000,60700,59800,60100,78015,효성중공업,298040
2020-12-09,148500,150500,147500,148500,47194,효성첨단소재,298050
2020-12-09,183000,188500,183000,186500,24102,효성티앤씨,298020
2020-12-09,821,1050,812,1050,23895009,휘닉스소재,050090
2020-12-09,5760,5850,5690,5850,96108,휴니드,005870
2020-12-09,2924,2967,2917,2967,21408,휴럼,353190
2020-12-09,1855,2060,1830,1935,14932684,휴림로봇,090710
2020-12-09,4543,4668,4506,4659,505487,휴맥스,115160
2020-12-09,4160,4160,4080,4105,16603,휴맥스홀딩스,028080
2020-12-09,23050,24700,23050,23500,95027,휴메딕스,200670
2020-12-09,8080,8200,8060,8180,104140,휴비스,079980
2020-12-09,7540,7540,7430,7470,87031,휴비츠,065510
2020-12-09,7280,7470,7260,7420,28717,휴스틸,005010
2020-12-09,22900,23650,22900,23600,140443,휴켐스,069260
2020-12-09,7210,7450,7150,7300,252825,흥구석유,024060
2020-12-09,1945,2025,1895,1905,3761587,흥국에프엔비,189980
2020-12-09,2970,3040,2970,2995,53484,흥국화재,000540
2020-12-09,22200,22200,22050,22150,832,흥국화재2우B,000547
2020-12-09,10800,11100,10000,10200,97956,흥국화재우,000545
2020-12-09,3890,3950,3885,3910,15508,희림,037440
2020-12-10,2130,2210,2105,2195,348379,3S,060310
2020-12-10,4570,4570,4505,4520,50508,AJ네트웍스,095570
2020-12-10,27000,27500,26600,26600,119583,AK홀딩스,006840
2020-12-10,7010,7010,6920,6980,24636,AP위성,211270
2020-12-10,4350,4355,4300,4305,877986,BGF,027410
2020-12-10,126000,130000,124500,128000,87637,BGF리테일,282330
2020-12-10,5840,5860,5720,5820,3544102,BNK금융지주,138930
2020-12-10,288500,289000,283000,286000,1094,BYC,001460
2020-12-10,138000,140500,138000,140000,287,BYC우,001465
2020-12-10,61700,62100,61000,61700,17318,CJ4우(전환),00104K
2020-12-10,162000,162000,158500,161500,135637,CJ대한통운,000120
2020-12-10,44250,44250,44000,44000,1367,CJ씨푸드1우,011155
2020-12-10,50400,51100,50400,50800,5610,CJ우,001045
2020-12-10,160000,161000,159000,159000,7946,CJ제일제당 우,097955
2020-12-10,19000,19200,18800,18800,187717,CJ프레시웨이,051500
2020-12-10,0,0,0,1550,0,CNT85,056730
2020-12-10,2065,2270,2050,2225,657974,COWON,056000
2020-12-10,2400,2425,2370,2380,83581,CS,065770
2020-12-10,57900,57900,56500,56700,2151,CS홀딩스,000590
2020-12-10,713,721,712,712,495795,DB,012030
2020-12-10,4700,4745,4680,4740,134099,DB금융투자,016610
2020-12-10,43900,44100,43150,44100,346387,DB손해보험,005830
2020-12-10,112000,113000,111500,112000,827,DB하이텍1우,000995
2020-12-10,103118,107537,103118,107047,23599,DI동일,001530
2020-12-10,30200,32100,29800,31700,367762,DL건설,001880
2020-12-10,40631,42306,40631,41834,183531,DL우,000215
2020-12-10,8520,8620,8400,8600,143655,DMS,068790
2020-12-10,6630,6720,6600,6680,19762,DRB동일,004840
2020-12-10,6050,6240,6030,6100,173197,DSR,155660
2020-12-10,44900,45300,44800,44800,24875,E1,017940
2020-12-10,0,0,0,3105,0,EMW,079190
2020-12-10,42150,42350,41700,41800,60112,F&F홀딩스,007700
2020-12-10,17100,17750,16700,17450,711247,GKL,114090
2020-12-10,37500,37950,37200,37650,727626,GS,078930
2020-12-10,33900,34250,33600,34100,338750,GS리테일,007070
2020-12-10,31100,31200,30900,31200,4959,GS우,078935
2020-12-10,138200,139200,137700,139200,30190,GS홈쇼핑,028150
2020-12-10,14400,15100,14300,15050,46359,HB솔루션,297890
2020-12-10,4345,4540,4300,4445,190074,HRS,036640
2020-12-10,2085,2095,2085,2090,8313,IBKS제12호스팩,335870
2020-12-10,2090,2095,2090,2090,10002,IBKS제13호스팩,351340
2020-12-10,2896,2938,2896,2931,7550,IBKS제14호스팩,351320
2020-12-10,20850,23850,20800,23300,2215258,ISC,095340
2020-12-10,5650,5770,5560,5700,916329,JB금융지주,175330
2020-12-10,19500,19750,19400,19400,122984,JW생명과학,234080
2020-12-10,51808,52391,51613,52294,494,JW중외제약2우B,001067
2020-12-10,5658,5707,5600,5649,140147,JW홀딩스,096760
2020-12-10,37800,38800,37300,38600,725496,JYP Ent.,035900
2020-12-10,1865,1950,1865,1880,645552,KBI메탈,024840
2020-12-10,6990,6990,6745,6825,203,KBSTAR KRX300선물인버스,307020
2020-12-10,9825,9965,9825,9930,7,KBSTAR 중소형모멘텀로우볼,300280
2020-12-10,10630,10775,10630,10730,57,KBSTAR 중소형모멘텀밸류,300290
2020-12-10,46300,46800,45700,46400,2571662,KB금융,105560
2020-12-10,6170,6250,6130,6180,6547,KB오토시스,024120
2020-12-10,36200,36450,35350,35800,91085,KCC글라스,344820
2020-12-10,10050,10050,9960,10050,68786,KCI,036670
2020-12-10,4005,4085,3930,3970,1427819,KCTC,009070
2020-12-10,4840,4925,4760,4915,123954,KC그린홀딩스,009440
2020-12-10,1327,1562,1323,1355,1472623,KD,044180
2020-12-10,11500,12350,11250,12350,854048,KG동부제철,016380
2020-12-10,129000,131000,128000,131000,309,KG동부제철우,016385
2020-12-10,13700,13900,13600,13850,32631,KISCO홀딩스,001940
2020-12-10,1715,1725,1705,1715,840448,KMH하이텍,052900
2020-12-10,2395,2405,2330,2350,5700798,KNN,058400
2020-12-10,10195,10280,10185,10280,52,KODEX China H선물인버스(H),291660
2020-12-10,13830,14145,13830,14065,1077,KOSEF 배당바이백Plus,260200
2020-12-10,54000,55700,53400,55100,17104,KPX케미칼,025000
2020-12-10,62000,63700,61500,62800,17933,KPX홀딩스,092230
2020-12-10,10100,10550,10100,10350,196708,KSS해운,044450
2020-12-10,3270,3320,3245,3295,179294,KTB투자증권,030210
2020-12-10,5570,5740,5500,5740,176414,KT서브마린,060370
2020-12-10,14850,14900,14450,14550,553582,LF,093050
2020-12-10,72739,72739,70944,71606,587440,LG,003550
2020-12-10,1565000,1565000,1531000,1531000,69151,LG생활건강,051900
2020-12-10,696000,703000,693000,697000,5090,LG생활건강우,051905
2020-12-10,41525,42112,41452,42113,14569,LG우,003555
2020-12-10,2510,2550,2475,2530,152513,LS네트웍스,000680
2020-12-10,50100,50700,49300,50600,180055,LX세미콘,108320
2020-12-10,71100,72500,69500,70800,125880,LX하우시스,108670
2020-12-10,30450,30450,29700,30100,4692,LX하우시스우,108675
2020-12-10,2910,2945,2880,2930,90034,NE능률,053290
2020-12-10,5720,5720,5610,5650,10290,NHN벅스,104200
2020-12-10,8990,9070,8990,9060,101354,NH투자증권우,005945
2020-12-10,18950,19100,18850,19000,33042,NICE,034310
2020-12-10,21800,22000,21250,21700,252503,NICE평가정보,030190
2020-12-10,2620,2665,2600,2650,413969,NI스틸,008260
2020-12-10,3355,3450,3315,3360,168864,NPC,004250
2020-12-10,2305,2305,2285,2300,2617,NPC우,004255
2020-12-10,3800,3860,3795,3850,57560,PN풍년,024940
2020-12-10,38441,39807,38441,39124,778273,RFHIC,218410
2020-12-10,19500,22750,19500,20050,1014753,RF머트리얼즈,327260
2020-12-10,4845,4845,4795,4810,30698,S&K폴리텍,091340
2020-12-10,38200,38500,37900,38450,18200,S-Oil우,010955
2020-12-10,22300,22500,21200,21550,249727,SBS,034120
2020-12-10,1820,1925,1810,1835,566781,SBS미디어홀딩스,101060
2020-12-10,4705,4765,4690,4730,244425,SCI평가정보,036120
2020-12-10,1950,1965,1920,1925,39951,SG,255220
2020-12-10,1655,1685,1645,1670,441860,SG&G,040610
2020-12-10,950,950,906,932,1878256,SGA,049470
2020-12-10,33300,33500,33050,33450,65363,SGC에너지,005090
2020-12-10,646,664,644,659,1253211,SG세계물산,004060
2020-12-10,834,835,821,827,414370,SH에너지화학,002360
2020-12-10,2475,2480,2435,2480,59938,SIMPAC,009160
2020-12-10,3000,3015,2920,2920,14209,SJM,123700
2020-12-10,2865,2875,2845,2875,16608,SJM홀딩스,025530
2020-12-10,0,0,0,2040,0,SK4호스팩,307070
2020-12-10,2010,2010,2000,2010,425,SK6호스팩,340350
2020-12-10,87100,87600,85300,87200,310353,SKC,011790
2020-12-10,113500,113500,112500,113500,150,SK네트웍스우,001745
2020-12-10,9100,9210,9010,9160,51101,SK렌터카,068400
2020-12-10,263000,268500,259600,263000,50638,SK머티리얼즈,036490
2020-12-10,259000,262500,255500,259000,17146,SK우,03473K
2020-12-10,6290,6290,5800,5940,205411,SK증권우,001515
2020-12-10,377500,392500,375000,387500,273582,SK케미칼,285130
2020-12-10,176500,179000,172500,176500,30208,SK케미칼우,28513K
2020-12-10,49500,49500,47850,48000,121578,SNT모티브,064960
2020-12-10,15300,15350,15150,15200,40260,SNT에너지,100840
2020-12-10,5790,5790,5570,5600,240167,SNT중공업,003570
2020-12-10,14700,15200,14400,15100,33432,SNT홀딩스,036530
2020-12-10,7310,7360,7190,7270,32985,STX엔진,077970
2020-12-10,4600,4670,4500,4555,9525,SUN&L,002820
2020-12-10,1820,1835,1790,1825,33511,TBH글로벌,084870
2020-12-10,2405,2480,2385,2460,179815,THE MIDONG,161570
2020-12-10,11815,11945,11760,11880,584,TIGER 대형성장,292100
2020-12-10,16595,16595,16595,16595,2,TIGER 베타플러스,170350
2020-12-10,2950,3110,2920,2960,46120,TJ미디어,032540
2020-12-10,2598,2621,2508,2532,501701,TS인베스트먼트,246690
2020-12-10,1445,1484,1445,1471,103480,TS트릴리온,317240
2020-12-10,1915,1915,1835,1845,375626,UCI,038340
2020-12-10,1435,1445,1410,1440,454558,WI,073570
2020-12-10,2475,2490,2425,2425,96269,WISCOM,024070
2020-12-10,9850,10300,9810,9810,702188,YBM넷,057030
2020-12-10,5070,5140,5060,5090,549085,YG PLUS,037270
2020-12-10,3015,3670,2970,3025,3469124,YTN,040300
2020-12-10,3750,3790,3720,3770,19992,YW,051390
2020-12-10,3420,3760,3390,3555,671068,iMBC,052220
2020-12-10,22150,22150,21650,22000,9875,가온전선,000500
2020-12-10,773,777,758,775,123915,감성코퍼레이션,036620
2020-12-10,19100,19300,18900,19100,11928,강남제비스코,000860
2020-12-10,0,0,0,2500,0,강원,114190
2020-12-10,23650,23950,23400,23700,1011230,강원랜드,035250
2020-12-10,3745,3780,3680,3690,140853,갤럭시아머니트리,094480
2020-12-10,1940,1950,1910,1945,103460,경남스틸,039240
2020-12-10,8180,8180,8000,8000,158875,경남제약,053950
2020-12-10,12050,12050,11850,12000,47569,경농,002100
2020-12-10,18700,18750,18500,18750,19678,경동도시가스,267290
2020-12-10,28700,29400,28650,28750,7140,경동인베스트,012320
2020-12-10,11100,11500,10950,11350,312596,경동제약,011040
2020-12-10,11750,12900,11550,11750,306734,경방,000050
2020-12-10,7170,7330,7090,7260,452841,경인양행,012610
2020-12-10,23100,23100,22500,22600,1118,경인전자,009140
2020-12-10,8000,8000,7800,7800,15154,계양전기우,012205
2020-12-10,6110,6160,6070,6130,53003,고려신용정보,049720
2020-12-10,394000,394500,388000,389500,74553,고려아연,010130
2020-12-10,13448,15146,13318,14668,418047,고려제강,002240
2020-12-10,39350,40750,38550,38800,591366,고바이오랩,348150
2020-12-10,18900,19440,18620,19440,88844,고영,098460
2020-12-10,0,0,0,1305,0,골드앤에스,035290
2020-12-10,1465,1525,1435,1485,2266790,골드퍼시픽,038530
2020-12-10,69600,70500,69400,70300,23373,골프존,215000
2020-12-10,1860,1880,1820,1830,351600,광림,014200
2020-12-10,2330,2330,2290,2310,252386,광전자,017900
2020-12-10,151500,158000,151000,156500,11508,광주신세계,037710
2020-12-10,3637,3672,3453,3513,190353,광진윈텍,090150
2020-12-10,2025,2025,2020,2020,100,교보9호스팩,331520
2020-12-10,7970,8140,7890,7930,260921,교보증권,030610
2020-12-10,21100,21100,20650,20800,133331,교촌에프앤비,339770
2020-12-10,1705,1720,1685,1695,160563,구영테크,053270
2020-12-10,41446,41446,40284,40672,43648,국도화학,007690
2020-12-10,3765,3790,3715,3730,466364,국동,005320
2020-12-10,18100,18100,17700,17800,13507,국보디자인,066620
2020-12-10,5710,5710,5600,5680,28551,국순당,043650
2020-12-10,2850,2935,2845,2920,833816,국영지앤엠,006050
2020-12-10,5584,5727,5575,5661,97668,국전약품,307750
2020-12-10,2980,3030,2975,2995,60858,그리티,204020
2020-12-10,6510,6650,6340,6600,626496,그린케미칼,083420
2020-12-10,13099,14000,13099,13550,427143,그린플러스,186230
2020-12-10,3570,3650,3560,3635,369850,극동유화,014530
2020-12-10,3340,3390,3265,3315,279958,글로벌텍스프리,204620
2020-12-10,3385,3585,3300,3545,462360,글로본,019660
2020-12-10,4770,4900,4720,4880,156866,금강공업,014280
2020-12-10,13750,13750,13200,13200,18270,금강공업우,014285
2020-12-10,3340,3555,3320,3495,48529,금강철강,053260
2020-12-10,59700,60800,59600,60000,1667,금비,008870
2020-12-10,5290,5450,5240,5440,412005,금양,001570
2020-12-10,9450,9580,9350,9530,329355,금호건설,002990
2020-12-10,34500,35400,34500,35300,3209,금호건설우,002995
