개봉년도,제목,요약,줄거리,장르,국내외,감독,배우,포스터
2021,"2021 스웨그 에이지 : 외쳐, 조선!",‘시조’가 국가의 이념인 상상 속의 ‘조선’,"삶의 고단함과 역경을 시조 속에 담아 훌훌 털어버렸던 백성들은 역모 사건으로 시조 활동이 금지되면서 자유도 행복도 잊은 채 살아간다.그러던 중 15년 만에 누구나 참여할 수 있는 조선시조자랑이 열리게 되고, 탈 속에 정체를 감추고 양반들의 악행을 파헤쳐 행복한 세상을 만들고자 조직된 비밀시조단 ‘골빈당’은 이것을 기회 삼아 조선에 새로운 바람을 불러일으키고자 한다.한편, 왕의 비선실세이자 시조대판서인 홍국은 자신에 대한 악덕한 소문을 퍼트리고 다닌다는 이유를 들어 골빈당을 잡으려는 음모를 꾸미는데…","공연실황, 뮤지컬",1.0,"우진하, 곽기영","양희준, 김수하",https://movie-phinf.pstatic.net/20210518_136/1621304680600y6Owj_JPEG/movie_image.jpg?type=m203_290_2
2021,2067,“반드시 구해낼 것이다”,"지구 종말이 도래하고, 산소가 중요한 화폐가 된 서기 2067년.‘타임머신’이라고 불리는 일명 ‘크로니컬’이 발명되고,407년 뒤, 2474년 미래에서 보낸 메시지가 도착한다.인류의 마지막 희망, 미래를 구해야만 한다",SF,0.0,세스 라니,"코디 스밋 맥피, 라이언 콴튼",https://movie-phinf.pstatic.net/20210513_298/1620868327998joC5k_JPEG/movie_image.jpg?type=m203_290_2
2021,438일,"스웨덴의 두 탐사보도전문기자의 실화!
자유의 억압에 저항한 438일의 기록!","2011년 6월 28일 밤 스웨덴 기자 마틴과 요한은 소말리아에서 에티오피아로 불법 입국한다. 수개월에 걸친 탐사취재 끝에 마침내 석유전쟁에 의한 오가덴 지역 주민 피해의 실체를 밝히려던 순간,에티오피아 군대에 의해 테러협의로 붙잡혀 징역 11년형을 선고받는데…스웨덴 기자 마틴 시뷔에와 요한 페르손의 악몽 같은 실화",드라마,0.0,예스퍼 갠스란트,"구스타프 스카스가드, 마티아스 바레라",https://movie-phinf.pstatic.net/20210113_198/1610522770004Smun6_JPEG/movie_image.jpg?type=m203_290_2
2021,BBC프롬스: 거슈윈 영화 음악 콘서트,할리우드 전성기 뮤지컬 영화 속 거슈윈의 명작을 스크린에서!,"대중음악 역사상 가장 위대한 작곡가로 평가받는 조지 거슈윈의 영화 음악 콘서트 실황이다. 오드리 헵번 주연의 부터 최근 리메이크되어 큰 사랑을 받은 의 첫 번째 리메이크작까지, 1930년대-1950년대 할리우드 전성기의 작품 중 가장 음악성 높은 영화의 삽입곡이 차례로 연주된다.웨스트엔드 최고의 뮤지컬 스타 3인방 루이즈 디어맨, 매튜 포드, 줄리안 오벤든(다운튼 애비 출연)이 무대에 함께 오른다. 여기에 음악평론가 배순탁 작가의 해설이 더해져 더욱 깊은 감상을 돕는다.",공연실황,0.0,존 윌슨,"[국내] 
						
							전체 관람가",https://movie-phinf.pstatic.net/20210325_171/1616659126999wDqP6_JPEG/movie_image.jpg?type=m203_290_2
2021,F20,나의 삶은 모든 것이 완벽했다,"어디에 내놔도 자랑스러운 아들을 둔 엄마 ‘애란’은군 생활을 떠났던 아들 ‘도훈’에게조현병이 발병했다는 충격적인 소식을 듣게 된다.완벽했던 자신의 일상을 빼앗길까 두려운 ‘애란’은아들의 병을 숨긴 채 살아가기로 결심하고그러나, 순조로울 것만 같았던 그녀의 삶에유일한 비밀을 알고 있는 ‘경화’가 나타나자‘애란’의 불안은 점점 광기로 변해가는데…가장 날카롭고 충격적인 영화가 온다!",스릴러,1.0,홍은미,"장영남, 김정영, 김강민",https://movie-phinf.pstatic.net/20210928_86/16327951839736fzkS_JPEG/movie_image.jpg?type=m203_290_2
2021,UFO 스케치,UFO 보다 흥미로운 UFO 전문가 이야기,"한 번도 본 적 없는 UFO를 반평생 연구해온 자타공인 국내 UFO 전문가 맹성렬 교수와열정 가득 UFO 목격자들의 순수한 호기심 기행내일은, 만날 수 있을까요?",다큐멘터리,1.0,김진욱,"맹성렬, 임병선, 장호동",https://movie-phinf.pstatic.net/20210225_292/1614228206718j9AkY_JPEG/movie_image.jpg?type=m203_290_2
2021,UFO는 살아있다: 아폴로 11호의 비밀,"21세기 인류 최대의 미스터리 'UFO' 
전 세계를 속인 NASA의 진실을 파헤친다!","달 탐사, UFO, 외계인의 존재 등몇 년 간 NASA를 향해 제기되는 음모론은 끊이지 않았다.그러나 어느 날 기밀 정보를 공개용 문건에 포함시킨NASA의 작은 실수로 인해그들의 문서 조작 사실이 확인 되는데...미 공군 소령의 증언부터 우주비행사들의 녹취록까지,모든 증거가 이 안에 있다!","다큐멘터리, 미스터리",0.0,다시 위어,스탠튼 T. 프리드만,https://movie-phinf.pstatic.net/20210629_22/16249543862113DqRR_JPEG/movie_image.jpg?type=m203_290_2
2021,"2021 스웨그 에이지 : 외쳐, 조선!",‘시조’가 국가의 이념인 상상 속의 ‘조선’,"삶의 고단함과 역경을 시조 속에 담아 훌훌 털어버렸던 백성들은 역모 사건으로 시조 활동이 금지되면서 자유도 행복도 잊은 채 살아간다.그러던 중 15년 만에 누구나 참여할 수 있는 조선시조자랑이 열리게 되고, 탈 속에 정체를 감추고 양반들의 악행을 파헤쳐 행복한 세상을 만들고자 조직된 비밀시조단 ‘골빈당’은 이것을 기회 삼아 조선에 새로운 바람을 불러일으키고자 한다.한편, 왕의 비선실세이자 시조대판서인 홍국은 자신에 대한 악덕한 소문을 퍼트리고 다닌다는 이유를 들어 골빈당을 잡으려는 음모를 꾸미는데…","공연실황, 뮤지컬",1.0,"우진하, 곽기영","양희준, 김수하",https://movie-phinf.pstatic.net/20210518_136/1621304680600y6Owj_JPEG/movie_image.jpg?type=m203_290_2
2021,2067,“반드시 구해낼 것이다”,"지구 종말이 도래하고, 산소가 중요한 화폐가 된 서기 2067년.‘타임머신’이라고 불리는 일명 ‘크로니컬’이 발명되고,407년 뒤, 2474년 미래에서 보낸 메시지가 도착한다.인류의 마지막 희망, 미래를 구해야만 한다",SF,0.0,세스 라니,"코디 스밋 맥피, 라이언 콴튼",https://movie-phinf.pstatic.net/20210513_298/1620868327998joC5k_JPEG/movie_image.jpg?type=m203_290_2
2021,438일,"스웨덴의 두 탐사보도전문기자의 실화!
자유의 억압에 저항한 438일의 기록!","2011년 6월 28일 밤 스웨덴 기자 마틴과 요한은 소말리아에서 에티오피아로 불법 입국한다. 수개월에 걸친 탐사취재 끝에 마침내 석유전쟁에 의한 오가덴 지역 주민 피해의 실체를 밝히려던 순간,에티오피아 군대에 의해 테러협의로 붙잡혀 징역 11년형을 선고받는데…스웨덴 기자 마틴 시뷔에와 요한 페르손의 악몽 같은 실화",드라마,0.0,예스퍼 갠스란트,"구스타프 스카스가드, 마티아스 바레라",https://movie-phinf.pstatic.net/20210113_198/1610522770004Smun6_JPEG/movie_image.jpg?type=m203_290_2
2021,BBC프롬스: 거슈윈 영화 음악 콘서트,할리우드 전성기 뮤지컬 영화 속 거슈윈의 명작을 스크린에서!,"대중음악 역사상 가장 위대한 작곡가로 평가받는 조지 거슈윈의 영화 음악 콘서트 실황이다. 오드리 헵번 주연의 부터 최근 리메이크되어 큰 사랑을 받은 의 첫 번째 리메이크작까지, 1930년대-1950년대 할리우드 전성기의 작품 중 가장 음악성 높은 영화의 삽입곡이 차례로 연주된다.웨스트엔드 최고의 뮤지컬 스타 3인방 루이즈 디어맨, 매튜 포드, 줄리안 오벤든(다운튼 애비 출연)이 무대에 함께 오른다. 여기에 음악평론가 배순탁 작가의 해설이 더해져 더욱 깊은 감상을 돕는다.",공연실황,0.0,존 윌슨,"[국내] 
						
							전체 관람가",https://movie-phinf.pstatic.net/20210325_171/1616659126999wDqP6_JPEG/movie_image.jpg?type=m203_290_2
2021,F20,나의 삶은 모든 것이 완벽했다,"어디에 내놔도 자랑스러운 아들을 둔 엄마 ‘애란’은군 생활을 떠났던 아들 ‘도훈’에게조현병이 발병했다는 충격적인 소식을 듣게 된다.완벽했던 자신의 일상을 빼앗길까 두려운 ‘애란’은아들의 병을 숨긴 채 살아가기로 결심하고그러나, 순조로울 것만 같았던 그녀의 삶에유일한 비밀을 알고 있는 ‘경화’가 나타나자‘애란’의 불안은 점점 광기로 변해가는데…가장 날카롭고 충격적인 영화가 온다!",스릴러,1.0,홍은미,"장영남, 김정영, 김강민",https://movie-phinf.pstatic.net/20210928_86/16327951839736fzkS_JPEG/movie_image.jpg?type=m203_290_2
2021,UFO 스케치,UFO 보다 흥미로운 UFO 전문가 이야기,"한 번도 본 적 없는 UFO를 반평생 연구해온 자타공인 국내 UFO 전문가 맹성렬 교수와열정 가득 UFO 목격자들의 순수한 호기심 기행내일은, 만날 수 있을까요?",다큐멘터리,1.0,김진욱,"맹성렬, 임병선, 장호동",https://movie-phinf.pstatic.net/20210225_292/1614228206718j9AkY_JPEG/movie_image.jpg?type=m203_290_2
2021,UFO는 살아있다: 아폴로 11호의 비밀,"21세기 인류 최대의 미스터리 'UFO' 
전 세계를 속인 NASA의 진실을 파헤친다!","달 탐사, UFO, 외계인의 존재 등몇 년 간 NASA를 향해 제기되는 음모론은 끊이지 않았다.그러나 어느 날 기밀 정보를 공개용 문건에 포함시킨NASA의 작은 실수로 인해그들의 문서 조작 사실이 확인 되는데...미 공군 소령의 증언부터 우주비행사들의 녹취록까지,모든 증거가 이 안에 있다!","다큐멘터리, 미스터리",0.0,다시 위어,스탠튼 T. 프리드만,https://movie-phinf.pstatic.net/20210629_22/16249543862113DqRR_JPEG/movie_image.jpg?type=m203_290_2
2021,#아이엠히어,"無대포! 無대책! 無눈치!
프렌치 러버의 좌충우돌 힐링 여행!","“나도 지금 전성기야!”관심이 필요한 오춘기 ‘스테판’은 SNS를 통해 알게 된 ‘SOO’를 통해 활기를 얻는다.어느 날, 그녀와 벚꽃을 보기 위해 무작정 한국행 비행기를 타게 된다.“저녁 8시, 공항에서 만나요”들뜬 마음으로 인천공항에 도착한 ‘스테판’은 연락 없는 ‘SOO’를 기다리기 위해SNS에 게시물과 함께 그녀를 해시태그하며 기약 없는 공항 라이프를 시작하는데…","멜로/로맨스, 코미디",0.0,에릭 라티고,"알랭 샤바, 배두나",https://movie-phinf.pstatic.net/20201229_134/16092193938388fcec_JPEG/movie_image.jpg?type=m203_290_2
2021,가베: 그녀의 숲,소녀의 숲 속에서 비로소 찾은 평화,"전쟁으로 인해 고아가 된 ‘모니르’는사촌 형을 따라 스웨덴으로 망명한다.난민 수용 시설 부족으로 머물게 된 어느 시골 마을,마을 축제에서 우연히 마주친 소녀에게‘모니르’는 강한 끌림을 느낀다.난민을 멸시하는 마을 주민들을 피해 찾아간 숲,‘모니르’는 그때 그 소녀 ‘모아’를 다시 만난다.전쟁의 트라우마로 괴로웠던 소년은마침내 소녀의 품 속에서 평화로움을 느끼지만 그것도 잠시, 세상은 여전히 그를 내버려 두지 않는다.",멜로/로맨스,0.0,마르쿠스 카스트로,"나탈리 윌리엄스도터, 아델 다르위시",https://movie-phinf.pstatic.net/20210104_265/1609739960114i96NU_JPEG/movie_image.jpg?type=m203_290_2
2021,가치 캅시다,"“돈 없고 빽 없어서 미군만이 답입니다, 헬프미!”
흙수저 고졸 카투사의 ‘피내는’ 노력","대한민국에서 영어 좀 한다는 남자라면 혹하는, 일생에 단 한 번만 지원할 수 있는 군대 카투사. 엘리트 명문대와 금수저들이 장악한 이 곳에 최종 학력 고졸의 말년 병장 추해진이 있다. 어떤 의미로든 전설로 불리는 해진은 학연, 지연, 혈연까지 온갖 차별이 판치는 한국 탈출을 위한 돌파구로 ‘미군’을 준비한다. 갖은 모욕에도 비굴한 웃음을 잃지 않고 최선을 다한 결과, 미군 입대를 눈앞에 두고 느닷없는 절도사건에 휘말리면서 탄원서에5명의 서명을 받아야만 한다. 절친한 동갑내기 후임, 재벌아들 이등병, 전 여친을 빼앗은 후임, 미군이 되기 위해서라면 선임이고 후임이고 누구에게라도 머리를 조아리고 한 명씩 찾아 나선다. 인종주의자 미군헌병에게 총을 맞을 뻔하면서까지 고군분투하던 해진은 필사적으로 서명을 받아내지만, 자신이 미군이 된다는 것을 지독히 반대하는 누군가를 설득해야 하는 마지막 절차가 남았는데...! “아무 것도 가진 것 없는 네가 잘 되는 게 그냥 싫어!”한국을 벗어나기 위한 선택지가 미군이 되는 것, 그 하나만이 아니었다?!눈 돌아간 해진의 충격적인 반격을 확인하라!",드라마,1.0,조승원,"김기현, 강형석, 남지우",https://movie-phinf.pstatic.net/20211012_41/1634028856253Gj3tU_JPEG/movie_image.jpg?type=m203_290_2
2021,걸,"“본보기가 되는 건 싫어요. 
여자가 되고 싶을 뿐이에요” ",소년과 소녀의 경계에서'발레리나'를 꿈꾸는 16살 '라라'호르몬 치료와 학업을 병행하며진정한 자신을 찾기 위한용기를 내기 시작한다.,드라마,0.0,루카스 돈트,"빅터 폴스터, 아리 보르탈테르",https://movie-phinf.pstatic.net/20201228_196/1609130132957Cuqgc_JPEG/movie_image.jpg?type=m203_290_2
2021,경고,혹하는 거래엔 대가가 따른다,"친구의 부탁으로 조카를 봐주기로 한 아이작. 어마어마한 보수에 수락했지만 기묘한 조건이 붙는다#1. 이동을 제한하는 사슬 조끼를 입을 것#2. 조카의 방에 들어가지 말 것#3. 허락 없이 집을 떠나지 말 것외딴섬에 위치한 미로 같은 집과 석궁을 들고 다니는 조카, 섬뜩한 토끼 인형까지… 이곳에서 미치지 않고 버틸 수 있을까?","공포, 스릴러",0.0,다미안 맥카시,"벤 캐플란, 조나단 프렌치, 레일라 사익스",https://movie-phinf.pstatic.net/20210929_51/1632903879538uYp4J_JPEG/movie_image.jpg?type=m203_290_2
2021,고백,"세상에 태어난 모든 아이들은 어른이 되어야 한다
“네 편이 돼줄게”","국민 일인당 천원씩 일주일 안에 1억 원이 되지 않으면 유괴한 아이를 죽이겠다는 전대미문의 유괴사건이 일어난다.천원 유괴사건이 전국민적인 관심사로 떠오르는 사이,사회복지사인 ‘오순’이 돌봐주던 ‘보라’라는 아이의 아버지가 숨진 채 발견되고, 보라 역시 어디론가 사라졌다.사건을 조사하던 신입 경찰 ‘지원’은 보라 아버지는 물론 학대부모들의 불의를 참지 못했던 오순을 의심하는데…학대하는 부모, 구해주는 유괴범. 우리는 누구 편에 서야 하나요?","드라마, 범죄",1.0,서은영,"박하선, 하윤경, 감소현",https://movie-phinf.pstatic.net/20210323_142/1616486373585xOa7v_JPEG/movie_image.jpg?type=m203_290_2
2021,고장난 론,최첨단 소셜 AI 로봇 ‘비봇’이 모든 아이들의 친구가 되는 세상.,"비봇을 갖는 것이 유일한 소원인 소심한 소년 ‘바니’에게도드디어 ‘론’이라는 비봇이 생겼다.그러나 첨단 디지털 기능과 소셜 미디어로 연결된 다른 비봇들과는 달리,네트워크 접속이 불가능한 고장난 '론'자유분방하고 엉뚱한 '론'으로 인해 벌어지는엉망진창, 스릴 넘치는 모험을 함께하며'바니'는 진실한 우정이 무엇인지 점점 깨닫게 되는데.. &  제작진이 선사하는새로운 우정과 특별한 모험이 시작된다!",애니메이션,0.0,"사라 스미스, 진-필리프 바인, 옥타비오 E. 로드리게즈","자흐 갈리피아나키스, 잭 딜런 그레이저, 올리비아 콜맨",https://movie-phinf.pstatic.net/20211013_94/1634115796140K407h_JPEG/movie_image.jpg?type=m203_290_2
2021,고질라 VS. 콩,"두 전설의 충돌, 사상 최강 빅매치!
승자는 정해진다!","거대 몬스터들의 습격을 받은 지 3년 후, 콩은 스컬 아일랜드를 떠나 인간들의 보호관찰을 받고 있다. 한편, 인간들에게 등을 돌린 고질라는 비밀연구회사인 에이펙스에 존재하는 알 수 없는 힘에 이끌려 그곳을 쑥대밭으로 만든다. 위기 상황 속, 지구 안의 또 다른 지구인 할로우 어스의 에너지원을 찾아야만 인류가 안전할 수 있다는 판단하고 콩의 보호자들은 콩과 특별한 유대감을 형성하는 아이 지아와 함께 타이탄들의 고향일지 모르는 그 곳으로 위험한 여정을 떠난다. 그러던 중 분노에 찬 고질라의 공격을 받고, 마침내 맞붙게 된 두 전설의 장대한 대결은 앞으로 닥쳐올 대재앙의 서막에 불과했는데…세상의 운명을 놓고, 지구상 가장 거대한 신화적 존재들의 스펙터클한 대격돌이 시작된다!",액션,0.0,애덤 윈가드,"알렉산더 스카스가드, 밀리 바비 브라운",https://movie-phinf.pstatic.net/20210310_199/1615367075185E9pMt_JPEG/movie_image.jpg?type=m203_290_2
2021,골든맨,"하나의 사건, 세 명의 인물
1996년 토리노 우체국 강도 사건의 충격적인 전말이 밝혀진다!",지긋지긋한 생활에서 벗어나 한탕만을 노리는 우체국 운전사 ‘메로니’가난의 늪에 허덕이며 아득바득 성질을 죽이며 사는 집배원 ‘자고’퇴물로 전락한 밑바닥 인생의 전직 복싱 선수 ‘니콜라’(a.k.a ‘울프’)마지막 한탕을 노린 완전범죄를 계획한 그들은서로 다른 속내를 숨긴 채 한배에 올라타게 되는데…,"범죄, 드라마",0.0,빈센조 알피리,"지암파올로 모렐리, 파비오 드 루이지, 에도아도 레오)",https://movie-phinf.pstatic.net/20210112_84/1610414549103EvNE5_JPEG/movie_image.jpg?type=m203_290_2
2021,관계의 가나다에 있는 우리는,청춘의 가나다가 쌓이면 새로운 세계가 펼쳐진다,언제나 잔고 제로인 미생 ‘민규’.어린 시절 캐나다로 피겨 유학을 떠났다가 은퇴를 하고 돌아온 ‘한나’.친생부모를 찾아 한국으로 온 프랑스 입양인 ‘주희’.전혀 연관성이 없는 세 청춘에게냉혹하게만 보이는 한국 사회 속에서꿈을 위해 노력하는 청춘의 첫 설렘을 마주하다,드라마,1.0,이인의,"은해성, 오하늬, 이서윤",https://movie-phinf.pstatic.net/20201230_56/16092940882404loD5_JPEG/movie_image.jpg?type=m203_290_2
2021,구독좋아요알림설정,"비뚤어진 욕망의 핏빛 폭주! 
위험하고 아찔한 라이브가 시작된다!",‘커트의 세상’을 운영하는 10년차 듣보 크리에이터 ‘커트’(조 키어리)는100만 유튜버를 꿈꾸지만 조회 수는 두 자릿수를 넘긴 이력없이 늘 미미하기만 한다.대박 낼 아이템을 찾던 그는 카풀 서비스를 이용해 자신의 차에 탑승하는 승객들과소통하는 모습을 실시간으로 방송하는 ‘더 레슨’을 기획하게 되고높은 조회수를 위해 점점 더 자극적이고 광기어린 라이브를 진행하게 되는데…“너도 내가 궁금하잖아”살고 싶다면 잊지 말고 ,"코미디, 스릴러, 범죄",0.0,유진 코틀야렌코,조 키어리,https://movie-phinf.pstatic.net/20210512_175/1620780326576GThXb_JPEG/movie_image.jpg?type=m203_290_2
2021,귀문,"1990년 집단 살인사건 이후 폐쇄된 귀사리 수련원 
그곳에서 사람들이 사라진다!","1990년, 귀사리의 한 수련원에서 건물 관리인이 투숙객들을 집단살해하는 사건이 발생한다.이후 폐쇄된 수련원에는 이승과 저승, 과거와 현재가 공존하는 초공간이 생기고 희생자들은 지박령이 되어 그곳에 갇힌다.1996년, 호러 공모전 영상을 촬영하기 위해 폐수련원에 들어갔던 대학생 3인방이 실종되고,폐수련원의 원혼들을 달래며 씻김굿을 하던 도진모가 의문의 죽음을 당하게 된다.2002년 현재, 심령연구소 소장 도진은 지박령을 천도시키고 어머니의 한을 풀기 위해 귀사리 폐수련원을 찾는다. 저승과 이승을 이어주는 ‘귀문’을 통해 1990년의 초공간으로 들어간 도진은 도리어 악귀에게 쫓기다가 1996년 실종된 대학생 3인방과 조우하게 되는데...귀문 너머 초공간에 갇힌 1990년의 지박령들과 그곳으로 들어간 도진 그리고 1996년에 실종되어 시간이 반복되는 또 다른 초공간에 갇힌 대학생 3인방.이들이 만들어내는 소름 끼치는 공포가 귀사리 폐수련원에서 펼쳐진다. 들어온 자, 나갈 수 없다! 감당할 수 있다면 ‘귀문’을 열어라!","미스터리, 스릴러, 공포",1.0,심덕근,"김강우, 김소혜, 이정형",https://movie-phinf.pstatic.net/20210825_128/1629860400954Ww13k_JPEG/movie_image.jpg?type=m203_290_2
2021,귀신,"“귀신이면 나오고, 사람이면 물러가라!!”","귀신이 출몰하기로 유명한 강원도 폐교회!초자연 미스터리 현상을 취재하는 방송국 제작진과 귀신을 쫓는 무당, 그리고 미스터리 체험단이 귀신의 실체를 밝히기 위해 찾는다. 그날 밤, 역시나 범상치 않은 기운에 기이한 경험을 하게 된다. 다음날 낮, 기겁한 이들 앞에 정체불명의 사람들이 하나 둘 나타나면서 밤보다 더 기이한 경험을 하게 되는데...나오라는 귀신은 안 나와도, 귀신보다 더 무서운 사건들이 득실대는 현실 공포를 경험하라!","코미디, 공포",1.0,정하용,"정이랑, 함건수, 최이태",https://movie-phinf.pstatic.net/20210813_222/1628823590789tCMCi_JPEG/movie_image.jpg?type=m203_290_2
2021,귀여운 남자,"저는 웃긴 게 아닙니다. 
귀여운 겁니다.","어린이 코딩 교육 영업소장 ‘기성’은사고뭉치인 아버지, 어디로 튈 지 모르는 사춘기 딸,동창과 재혼한 전 부인이 있는 ‘콩가루 집안’의 가장이다.그런 그의 유일한 꿈은 아내와 다시 합쳐 가족들과 함께 넓은 아파트에 사는 것.소심남 ‘기성’을 귀엽다고 하는 은행 직원 ‘일영’으로 인해그의 삶은 조금씩 뒤바뀌고, 어쩌면 ‘기성’은 가족을 다시 되찾을 수 있을 것만 같다.‘전 방이 네 개 있는 아파트로 들어갈 거예요”찌질하지만 볼매, ‘귀여운 남자’의 가족 봉합 프로젝트가 시작된다!",코미디,1.0,김정욱,"신민재, 이진리, 박현상",https://movie-phinf.pstatic.net/20201127_266/1606453140911yIKIH_JPEG/movie_image.jpg?type=m203_290_2
2021,그레타 툰베리,“어째서 아이들이 스스로 일어나야 합니까?”,기후 변화 법안 마련 촉구를 위해 금요일마다 학교를 결석하며의회 앞에서 홀로 시위를 시작한 15세 소녀 ‘그레타 툰베리’.그녀가 쏘아 올린 ‘미래를 위한 금요일’ 운동은 전 세계로 퍼져나가는데…평범한 10대 소녀에서어른들의 무감각한 환경 의식에 일침을 가하는세계적인 청소년 환경운동가가 되기까지!700만을 움직인 그녀의 외침에 주목하라!,다큐멘터리,0.0,나탄 그로스만,"[국내] 
						
							전체 관람가",https://movie-phinf.pstatic.net/20210604_136/1622768134334SUynR_JPEG/movie_image.jpg?type=m203_290_2
2021,그린 나이트,”녹색 기사의 목을 잘라 명예를 지켜라”,"크리스마스 이브, 아서왕과 원탁의 기사들 앞에 나타난 녹색 기사,“가장 용맹한 자, 나의 목을 내리치면 명예와 재물을 주겠다”고 제안한다. 단, 1년 후 녹색 예배당에 찾아와 똑같이 자신의 도끼날을 받는다는 조건으로.아서왕의 조카 가웨인이 도전에 응하고마침내 1년 후, 5가지 고난의 관문을 거치는 여정을 시작하는데… 전설이 될 새로운 모험, 너의 목에 명예를 걸어라!","모험, 드라마, 판타지",0.0,데이빗 로워리,"데브 파텔, 알리시아 비칸데르, 조엘 에저튼",https://movie-phinf.pstatic.net/20210728_155/16274361314942FPXi_JPEG/movie_image.jpg?type=m203_290_2
2021,그림자꽃,"“난 죽어서라도 고향으로 갈 거야” 
그대가 이곳에서 피지 않기를.","일종의 사고였다. 2011년, 평양시민 김련희 씨는 지병인 간 치료 차 중국의 친척집을 방문했지만생각보다 만만치 않은 병원비로 식당 일을 하던 중 남한에 가서 돈을 벌라는 브로커 말에 속아 북한 여권을 빼앗겼다.탈북하지 않겠다고 해도 이미 늦었다. 남한에 들어오자마자 북송을 요청했지만 국가보안법은 억지로 남한시민으로 만들었다.국가정보원은 김련희 씨를 간첩으로 기소했고 법무부는 보호관찰 대상자로 가둬 출국금지로 묶어놨다.베트남대사관에 망명 신청도 해보고, 북한선수단에 사정도 해봤다. 새 정권으로 희망을 가져봤다.번번히 실패해도 매년 희망을 포기하지 않고, 행복을 꿈꾼다. “그런 날이 오겠죠, 우리 함께 대동강변에서 꽃이 되는 그날...”",다큐멘터리,1.0,이승준,"[국내] 
						
							12세 관람가",https://movie-phinf.pstatic.net/20211022_249/1634884379255awAVq_JPEG/movie_image.jpg?type=m203_290_2
2021,극장판 도라에몽: 진구의 신공룡,"도라에몽 50주년 기념대작! 
오리지널 스토리로 돌아온 진구와 쌍둥이 공룡의 대모험!","진구는 공룡 엑스포 화석 발굴 체험에서 발견한 화석을 공룡알이라고 굳게 믿는다.도라에몽의 비밀도구 타임 보자기로 화석을 되돌리자 새로운 종의 쌍둥이 공룡이 태어났다!진구를 닮아 미덥지 못한 큐와 말괄량이 뮤.사랑을 듬뿍 주며 키우지만, 함께 살아가는 것이 어렵다는 것을 깨달은 진구는큐와 뮤를 원래 시대로 데려다 주기로 결심하고,친구들과 함께 6,600만 년 전 백악기로 모험을 떠난다!도라에몽의 비밀도구와 공룡들의 도움으로 공룡의 발자국을 따라진구와 친구들이 도착한 곳은 바로 수수께끼의 섬.공룡이 멸종했다고 알려진 백악기에서 큐와 뮤, 그리고 진구를 기다리고 있는 운명은?!","애니메이션, 모험",0.0,이마이 카즈아키,"윤아영, 김정아, 최낙윤",https://movie-phinf.pstatic.net/20210805_35/1628142193088hCOyc_JPEG/movie_image.jpg?type=m203_290_2
2021,극장판 마이 리틀 포니: 새로운 희망,"함께 할 때 가장 빛나는 우리! 
반짝이는 희망을 찾아, 임무를 시작해볼까?","포니, 페가수스, 유니콘이 함께 조화를 이루며 살던 이퀘스트리아.하지만 평화가 사라져버린 그곳, 신비로운 마법의 힘마저 잃었다.예전처럼 모두가 친구가 될 수 있다고 믿는 어스 포니 ‘써니’에게신비한 뿔을 가진 유니콘 ‘이지’가 나타나고, 운명처럼 친구가 된 둘은잃어버린 이퀘스트리아의 마법과 우정을 되찾기 위해 머나먼 모험을 떠나는데…과연, 친구들은 사라진 마법의 힘을 되찾을 수 있을까?거대한 세계를 뒤바꿀 작은 포니들의 새로운 모험이 시작된다!","애니메이션, 모험",0.0,"로버트 컬린, 호세 L. 우차 엔리쿠에즈, 마크 파티베네","제인 크라코스키, 바네사 허진스, 제임스 마스던",https://movie-phinf.pstatic.net/20210902_69/1630551063783FBxOi_JPEG/movie_image.jpg?type=m203_290_2
2021,극장판 바다 탐험대 옥토넛 : 불의 고리 대폭발,"바닷속 화산이 폭발했다! 옥토넛, 출동!","평화로운 일상을 보내고 있던 옥토넛은태평양을 둘러싼 ‘불의 고리’에서 화산 폭발이 일어나고 있음을 알게 된다.생태계 구조를 위해 뜨거운 불길 속으로 앞다투어 뛰어드는 옥토넛.계속해서 대폭발이 일어나자, 옥토넛의 만능 엔지니어 트윅은마침내 최후의 수단을 꺼내는데…그것은 바로 옥토넛 전원이 탑승해 조종할 수 있도록 ‘메가 합체’되는사마귀 새우 모양의 메가 탐험선 Z!","애니메이션, 액션, 모험",0.0,블레어 시몬스,"하성용, 정재헌, 엄상현",https://movie-phinf.pstatic.net/20210402_32/1617325209162bccjm_JPEG/movie_image.jpg?type=m203_290_2
